SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCCCC.[Br-],cationic,25,3.823908741,45,0.00000339,0.49,27,4.004753284,3
CCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCC.[Br-],cationic,25,4,25,0.00000339,0.49,47,4.697543239,3
CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],cationic,25,2.301029996,35,0.00000353,0.47,37,2.722805432,3
CCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCC.[Br-],cationic,25,2.522878745,25,0.00000339,0.49,47,3.220421984,3
CCC(CC)CCCCCCc1cc[n+](C)cc1.[I-],cationic,30,2.425,,,,,,3
CCCCCC/C=C\CCCCc1cc[n+](C)cc1.[I-],cationic,25,1.886,,,,,,3
CCCCCCCCCCC(C)c1cc[n+](C)cc1.[I-],cationic,25,2.38,,,,,,3
CCCCCCCCCCCCCCC(O)C[N+](C)(C)C.[Cl-],cationic,25,2.715,,,,,,3
CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO.[Cl-],cationic,25,2.752,,,,,,3
CCCCCCCCCCCCCCC(O)C[N+](C)(CCO)CCO.[Cl-],cationic,25,2.772,,,,,,4
CCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],cationic,25,3.695,,,,,,4
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC.[Br-],cationic,25,3.693,,,,,,4
CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,3.31,40.5,,,,,3
CCCCCCCCCCCCCCCC[N+](C)(C)c1ccccc1.[Br-],cationic,25,3.514,,,,,,4
CCCCCCCCCCCCCCCC[N+](C)(CCC)CCC.[Br-],cationic,25,3.69,,,,,,4
CCCCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],cationic,25,3.815,,,,,,4
CCCCCCCCCCCCCCCC[N+](C)(CCOC)CCOC.[Br-],cationic,25,3.914,,,,,,4
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,25,3.86,43.5,,,,,3
CCCCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],cationic,25,4.444,,,,,,4
CCCCCCCCCCCCCCCC[N+](CCOC)(CCOC)CCOC.[Br-],cationic,25,4.137,,,,,,4
CCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],cationic,25,2.514,,,,,,4
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],cationic,25,2.824,,,,,,4
CCCCCCCCCCCCCC[N+](C)(C)c1ccccc1.[Br-],cationic,25,2.893,,,,,,4
CCCCCCCCCCCC[N+](C)(C)c1ccccc1.[Br-],cationic,25,2.301,,,,,,4
CCCCCCCCCCCCc1cc[n+](C(C)C)cc1.[I-],cationic,30,2.714,,,,,,4
CCCCCCCCCCCCc1cc[n+](C)cc1.[I-],cationic,30,2.602,,,,,,4
CCCCCCCCCCCCc1cc[n+](CC)cc1.[I-],cationic,30,2.656,,,,,,4
CCCCCCCCCCCCc1cc[n+](CCC)cc1.[I-],cationic,30,2.719,,,,,,4
CCCCCC[N+](C)(C)C.[Br-],cationic,25,0.305,,,,,,4
C[N+](C)(C)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Br-],cationic,25,3.377,,,,,,4
C[N+](C)(C)CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Br-],cationic,25,2.983,,,,,,4
C[N+](C)(C)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Br-],cationic,25,2.845,,,,,,4
C[N+](C)(C)CCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Br-],cationic,25,2.801,,,,,,4
C[n+]1ccc(CCCCCCCCC(C)(C)C)cc1.[I-],cationic,30,2.406,,,,,,4
CCCCCCCCCC(=O)N[C@@H](CCCNC(N)[NH3+])C(=O)OC.[Cl-],cationic,25,1.795880017,40,0.00000248,0.67,32,2.219656286,4
CCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)[NH3+])C(=O)OC.[Cl-],cationic,25,2.698970004,32,0.00000268,0.62,40,3.352555295,4
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],cationic,25,3.455931956,35,0.00000319,0.52,37,3.82,6
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],cationic,25,2.886056648,41,0.00000125,0.54,31,4.1,6
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,3.619788758,,,,,,6
CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,2.886056648,,,,,,6
CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-],cationic,25,2.508638306,,,,,,6
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],cationic,25,2.677780705,42.8,,,29.2,,6
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,2.552841969,40.8,,,31.17,,6
CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,2.455931956,,,,,,6
CCCCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,2.27572413,,,,,,6
CCCCCCCCCCCC[N+](C)(C)CC.[Br-],cationic,25,1.853871964,,,,,,6
CCCCCCCCCCCC[n+]1ccccc1.[I-],cationic,25,2.27572413,,,,,,6
CCCCCCCCCCC[n+]1ccccc1.[Br-],cationic,25,1.677780705,,,,,,6
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,25,1.408935393,,,,,,6
CCCCCCCC[N+](C)(C)C.[Br-],cationic,25,0.853871964321762,,,,,,6
CCCCCCCCCCCCc1cc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.[Br-],cationic,25,2.38721614328026,39.2,,,,,6
CCCCCCCCCCCCc1cc[n+]([C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.[Br-],cationic,25,2.31875876262441,39.9,,,,,6
CCCCCCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O.[Br-],cationic,25,3.292429824,39.1,0.00000133,1.25,32.9,4.19,6
CCCCCCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.[Br-],cationic,25,3.677780705,35.1,0.00000111,1.5,36.9,5.02,6
CCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O.[Br-],cationic,25,2.549750892,39,0.00000128,1.3,33,3.41,6
CCCCCCCCCCCC[N+](C)(C)CCO[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.[Br-],cationic,25,2.580044252,37,0.000000902,1.84,35,4.06,6
CCCCCCCC[N+](C)(C)CCOC1OC(COC)C(OC)C(OC)C1OC.[Br-],cationic,25,2.238072162,37.8,0.00000106,1.57,34.2,3.4,6
CCCCCCCCC(CCCCCCCC)C[N+](C)(C)CCO.[Cl-],cationic,25,2.58004425151024,25.3,0.00000184,,,,7
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,1.387216143,39.1,,,32.9,,7
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.991399828,36.7,,,35.3,,7
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,1.026872146,39.2,,,32.8,,7
CCCCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.974694135,40.4,,,31.6,,7
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,0.974694135,42.1,,,29.9,,7
CCCCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.931814138,42.3,,,29.7,,7
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccc(OC)cc2)sc2ccccc21.[Br-],cationic,25,0.906578315,45.2,,,26.8,,7
CCCCCCCCCCCCOC(=O)C[n+]1c(N=Cc2ccccc2)sc2ccccc21.[Br-],cationic,25,0.872895202,44.4,,,27.6,,7
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-],cationic,25,2.920818754,,,,,,8
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-],cationic,25,2.508638306,,,,,,8
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],cationic,25,3.045757491,42,0.00000088,0.42,30,4.3,8
C=CC[N+](C)(C)CCCCCCCCCCCC.[Br-],cationic,,,39.5,,,,,8
C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],cationic,,,34,,,,,8
C=CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],cationic,,,33.2,,,,,8
CCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39,,,,,8
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)C.[Cl-],cationic,,,35,,,,,8
CCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.6,,,,,8
CCCCCCCCCCCCC(=O)OCC[N+](C)(C)C.[Cl-],cationic,,,30,,,,,8
CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,39.9,,,,,8
CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],cationic,,,42.2,,,,,8
CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,36.5,,,,,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,41.2,,,,,8
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,38.2,,,,,8
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],cationic,,,40.5,,,,,8
CCCCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,41.5,,,,,8
CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,31.6,,,,,8
CCCCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,37.8,,,,,8
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)Nc1ccccc1.[Cl-],cationic,,,32.4,,,,,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,39.6,,,,,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,40,,,,,8
CCCCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,42,,,,,8
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,38,,,,,9
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37,,,,,9
CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,33,,,,,9
CCCCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,39,,,,,9
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,32,,,,,9
CCCCCCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.8,,,,,9
CCCCCCCCCCCCCC[n+]1ccn(CCOC(=O)NCCCC)c1.[Br-],cationic,,,44,,,,,9
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],cationic,,,39.2,,,,,9
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37.5,,,,,9
CCCCCCCCCCCCOC(=O)C[n+]1oc(C)cc1N=Cc1ccccc1.[Br-],cationic,,,42,,,,,9
CCCCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,31.1,,,,,9
CCCCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,31.4,,,,,9
CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],cationic,,,32.4,,,,,9
CCCCCCCCCCCC[NH2+]C.[Cl-],cationic,,,34,,,,,9
CCCCCCCCCCCC[NH3+].[Cl-],cationic,,,29,,,,,9
CCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,38.7,,,,,9
CCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],cationic,,,35.9,,,,,9
CCCCCCCCCC[N+](C)(C)CCC/N=C/c1ccc(OC)c(OC)c1.[Br-],cationic,,,32.1,,,,,9
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-],cationic,,,27.7,,,,,9
CCCCCCCCCC[N+](C)(C)CCCN=Cc1ccccc1.[Br-],cationic,,,32.9,,,,,9
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC)CCC(=O)NCCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,31.7,,,,,9
CCCCCCCCCC[N+](C)(C)CCN(CCC(=O)OC)CCC(=O)OC.[Br-],cationic,,,27.1,,,,,9
CCCCCCCC[N+](C)(C)CCCCCCCC.[Br-],cationic,,,23,,,,,9
CCCCCCCC[n+]1ccc(C)cc1.[Cl-],cationic,,,31,,,,,9
CCCCCCCC[n+]1cccc(C)c1.[Cl-],cationic,,,32.4,,,,,9
CCCCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.8,,,,,9
CCCCCCCC[n+]1ccccc1C.[Cl-],cationic,,,31.8,,,,,9
CCCCCCCCn1cc[n+](C)c1.[Cl-],cationic,,,37,,,,,9
CCCCCCCCn1cc[n+](C)c1.[I-],cationic,,,34.5,,,,,9
CCCCCC[n+]1ccccc1.[Cl-],cationic,,,36.4,,,,,9
CCCC[n+]1ccccc1.[Cl-],cationic,,,51.1,,,,,9
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCCCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,4.16367588429325,48.7,0.0000058,,,,0
CCCCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,4.35291057128345,42.6,0.00000498,,,,0
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCCCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,6.75696195131371,42.8,0.0000172,,,,0
CCCCCCCCCCCCOc1ccc(C[n+]2ccn(CCCn3cc[n+](Cc4ccc(OCCCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,6.43770713554353,32.8,0.0000235,,,,0
CCCCCCCCCCOc1ccc(C[n+]2ccn(CCCCCCn3cc[n+](Cc4ccc(OCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,5.51999305704285,39.8,0.0000073,,,,0
CCCCCCCCCCOc1ccc(C[n+]2ccn(CCCn3cc[n+](Cc4ccc(OCCCCCCCCCC)cc4)c3)c2)cc1.[Br-].[Br-],gemini cationic,,5.37468754903833,37.2,0.00000751,,,,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCNC(=O)CCc1ccc(OC(=O)/C=C/C(=O)Oc2ccc(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,20,3.95860731484178,37.6,0.00000039,,,,0
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)CCc1ccc(OC(=O)/C=C/C(=O)Oc2ccc(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,20,3.63827216398241,38.3,0.00000038,,,,0
CCCCCCCC[N+](C)(C)CCNC(=O)CCc1ccc(OC(=O)/C=C/C(=O)Oc2ccc(CCC(=O)NCC[N+](C)(C)CCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,20,3.38721614328026,40.3,0.00000037,,,,0
CCCCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.576754126,30,0.00000173,0.96,42,4.31,0
CCCCCCCCCCCCCC[NH+](CCCCCC[NH+](CCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.485452247,35.5,0.00000229,0.73,36.6,4.02,0
CCCCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.450996738,32.7,0.00000165,1.01,39.3,4.13,0
CCCCCCCCCCCC[NH+](CCCCCC[NH+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.353596274,36,0.00000214,0.78,36,3.83,0
CCCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.251811973,34.1,0.00000162,1.02,37.9,3.92,0
CCCCCCCCCC[NH+](CCCCCC[NH+](CCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.222573178,38,0.00000203,0.82,34,3.55,0
CCCCCCCCC[N+](CCCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.209011525,34.9,0.00000157,1.06,37.1,3.78,0
CCCCCCCCC[NH+](CCCCCC[NH+](CCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.070581074,42.2,0.00000195,0.85,29.8,3.4,0
CCCCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25,4.30980392,33,0.00000294,0.57,39,5.39,0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25,3.651695137,34,0.00000288,0.58,38,4.7,0
CCCCCCCCCC[N+](C)(C)CC(O)COCC(C)(COCC(O)C[N+](C)(C)CCCCCCCCCC)COCC(O)C[N+](C)(C)CCCCCCCCCC.[Cl-].[Cl-].[Cl-],gemini cationic,25,3.206209615,34.8,0.0000028,0.59,37.2,4.21,0
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.9872,30.6,0.00000189,0.88,42.2,3.78,1
CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.6778,28.5,0.000000776,2.14,43.28,6.58,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.3665,37,0.000000689,2.41,34.78,5.87,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.5686,43,0.000000738,2.25,28.78,5.28,8
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.386052523,50.1,0.00000201,0.08,21.84,0.46,0
CCCCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.367542708,48.1,0.00000271,0.06,24.33,0.52,0
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.148986393,44.5,0.00000299,0.06,27.81,0.93,0
CCCCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.630784143,43.5,0.00000322,0.05,28.89,1.46,0
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.698970004,36.1,0.00000348,0.05,36.32,2.1,0
CCCCCCCCCCCCOCC(O)Cn1cc[n+](CC[n+]2ccn(CC(O)COCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,4.657577319,30,0.00000453,0.04,42.36,2,0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.045757491,45.9,0.00000114,1.45,26.1,3.36,0
CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.886056648,46.2,0.00000088,1.88,25.8,3.25,0
CCCCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.522878745,39.2,0.00000191,0.87,32.8,6.12,0
CCCCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5,37.4,0.00000216,0.77,34.6,5.59,0
CCCCCCCCCCCCOCC(O)C[N+](C)(C)CCCC[N+](C)(C)CC(O)COCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.721246399,36.4,0.00000224,0.74,35.6,4.36,0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.107905397,38,0.00000114,1.46,35.3,5.31,0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.549750892,36,0.00000102,1.62,33.3,5.7,0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.22475374,39,0.000000934,1.77,36.3,5.73,0
CCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.549750892,37,0.000000873,1.9,34.3,6.1,0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.349692477,37,0.00000118,1.83,36.3,5.61,0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.823908741,35,0.00000109,1.75,34.3,6.2,0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.349692477,38,0.000000945,1.51,37.3,5.83,0
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.749579998,36,0.000000906,1.4,35.3,6.3,0
CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,4.214670165,43.4,0.00000077,2.16,28.6,4.9,0
CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,3.661543506,40.9,0.00000124,1.34,31.1,4.13,0
CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],gemini cationic,25,2.931814138,36.3,0.00000148,1.12,35.7,3.57,0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,4.045757491,40.9,0.00000124,1.34,31.1,3.99,0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,4,37.7,0.00000217,1.31,34.3,4.04,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCc1ccc(COC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.236572006,41.1,0.00000089,1.86,30.9,3.24,0
CCCCCCCCCCCC[N+](C)(C)CC(=O)Oc1ccc(OC(=O)C[N+](C)(C)CCCCCCCCCCCC)cc1.[Cl-].[Cl-],gemini cationic,25,3.187086643,37.8,0.00000109,1.51,34.2,3.19,1
CCCCCCCCCCCC[n+]1ccc(C=Nc2cc[n+](CCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,3.29242982390206,28.7,0.000000772,,,,1
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.801342913,35.67,0.00000192,0.86,36.33,4.297936109,1
CCCCCCCC=CCCCCCCCCC(=O)NCCC[N+](C)(C)CC=CC[N+](C)(C)CCCNC(=O)CCCCCCCC=CCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,5.536107011,37.23,0.00000164,1.01,34.77,6.061945602,1
