名称,smiles,EO,PO,亲油亲水值HLB,CMC（临界胶束浓度）,表面张力（γcmc）,界面张力（IFT）,润湿性接触角θ,最小分子截面积Amin,最大表面过剩浓度Γmax,表面张力降低效率参数Pc20,文献或来源（如果可以）
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.21,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=nan; authors=HERZ; reference=52015; original CMC=2.1 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.201,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=nan; authors=HERZ; reference=52015; original CMC=2.01 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.2,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=nan; authors=HERZ; reference=52017; original CMC=2.00 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.187,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=3.7 E-2 K CL; authors=HERZ; reference=52017; original CMC=1.87 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.175,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=8.7 E-2 M K CL; authors=HERZ; reference=52017; original CMC=1.75 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.159,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=1.59 E-1 M K CL; authors=HERZ; reference=52017; original CMC=1.59 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.139,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=2.78 E-1 M K CL; authors=HERZ; reference=52017; original CMC=1.39 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.115,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=4.61 E-1 M K CL; authors=HERZ; reference=52017; original CMC=1.15 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.097,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=6.77 E-1 M K CL; authors=HERZ; reference=52017; original CMC=9.7 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.086,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=8.55 E-1 M K CL; authors=HERZ; reference=52017; original CMC=8.6 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.064,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=1.29 E 0 M K CL; authors=HERZ; reference=52017; original CMC=6.4 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.054,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=1.63 E 0 M K CL; authors=HERZ; reference=52017; original CMC=5.4 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.048,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=1.92 E 0 M K CL; authors=HERZ; reference=52017; original CMC=4.8 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.042,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=2.11 E 0 M K CL; authors=HERZ; reference=52017; original CMC=4.2 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.04,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=2.39 E 0 M K CL; authors=HERZ; reference=52017; original CMC=4.0 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM NONANOATE,CCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.038,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 350; name=POTASSIUM NONANOATE; temperature=25; additives=2.64 E 0 M K CL; authors=HERZ; reference=52017; original CMC=3.8 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.0126,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=nan; authors=HERZ; reference=52015; original CMC=1.26 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.012,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=nan; authors=KLEV; reference=58011; original CMC=1.2 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.0121,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.34 E-3 M K CL; authors=HERZ; reference=52017; original CMC=1.21 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.0116,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=2.91 E-3 M K CL; authors=HERZ; reference=52017; original CMC=1.16 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.0112,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=4.78 E-3 M K CL; authors=HERZ; reference=52017; original CMC=1.12 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.0106,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=7.06 E-3 M K CL; authors=HERZ; reference=52017; original CMC=1.06 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00929,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=9.29 E-3 M K CL; authors=HERZ; reference=52017; original CMC=9.29 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00892,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.34 E-2 M K CL; authors=HERZ; reference=52017; original CMC=8.92 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00842,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.56 E-2 M K CL; authors=HERZ; reference=52017; original CMC=8.42 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.008,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.87 E-2 M K CL; authors=HERZ; reference=52017; original CMC=8.00 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00717,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=2.51 E-2 M K CL; authors=HERZ; reference=52017; original CMC=7.17 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.0069,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=2.76 E-2 M K CL; authors=HERZ; reference=52017; original CMC=6.90 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00654,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=3.27 E-2 M K CL; authors=HERZ; reference=52017; original CMC=6.54 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00587,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=4.11 E-2 M K CL; authors=HERZ; reference=52017; original CMC=5.87 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00529,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=5.29 E-2 M K CL; authors=HERZ; reference=52017; original CMC=5.29 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00492,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=6.16 E-2 M K CL; authors=HERZ; reference=52017; original CMC=4.92 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00406,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=9.13 E-2 M K CL; authors=HERZ; reference=52017; original CMC=4.06 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00357,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.16 E-1 M K CL; authors=HERZ; reference=52017; original CMC=3.57 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00319,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.44 E-1 M K CL; authors=HERZ; reference=52017; original CMC=3.19 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00294,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.69 E-1 M K CL; authors=HERZ; reference=52017; original CMC=2.94 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00277,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=1.94 E-1 M K CL; authors=HERZ; reference=52017; original CMC=2.77 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00262,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=2.16 E-1 M K CL; authors=HERZ; reference=52017; original CMC=2.62 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00253,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=2.41 E-1 M K CL; authors=HERZ; reference=52017; original CMC=2.53 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00238,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=2.68 E-1 M K CL; authors=HERZ; reference=52017; original CMC=2.38 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
POTASSIUM TRIDECANOATE,CC(C)CCCCCCCCCC(=O)[O-].[K+],0.0,0.0,,0.00227,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 351; name=POTASSIUM TRIDECANOATE; temperature=25; additives=3.12 E-1 M K CL; authors=HERZ; reference=52017; original CMC=2.27 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTYL TRIMETHYLAMMONIUM DECANE SULFONATE,CCCCCCCCCCCCCCCC[NH+](C)C.CCCS(=O)(=O)[O-],0.0,0.0,,0.00575,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 353; name=OCTYL TRIMETHYLAMMONIUM DECANE SULFONATE; temperature=RM; additives=nan; authors=ANAC; reference=53002; original CMC=5.75 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTYL TRIMETHYLAMMONIUM DECANE SULFONATE,CCCCCCCCCCCCCCCC[NH+](C)C.CCCS(=O)(=O)[O-],0.0,0.0,,0.00567,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 353; name=OCTYL TRIMETHYLAMMONIUM DECANE SULFONATE; temperature=RM; additives=1.78 E-1 M K CL; authors=ANAC; reference=53002; original CMC=5.67 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXYL BENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],0.0,0.0,,0.0434,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 354; name=HEXYL BENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=4.34 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
AMMONIUM DODECAFLUOROHEPTANOATE H/CF2/6CO0NH4,C(C(C(C(C(C(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.N,0.0,0.0,,0.25,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 355; name=AMMONIUM DODECAFLUOROHEPTANOATE H/CF2/6CO0NH4; temperature=UNK; additives=nan; authors=ARRI PATT; reference=53003; original CMC=2.5 X10-1 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL BENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.0,0.0,,0.0061,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 356; name=DECYL BENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=6.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
TETRADECYL BENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.0,0.0,,0.00037,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 357; name=TETRADECYL BENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=3.7 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTADECYL BENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.0,0.0,,8.5e-06,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 358; name=OCTADECYL BENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=23; additives=nan; authors=CARD; reference=66011; original CMC=8.5 X10-6 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTADECYL BENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.0,0.0,,7.1e-06,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 358; name=OCTADECYL BENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=7.1 X10-6 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.O.Cl,0.0,0.0,,0.057,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 359; name=OCTYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=5.7 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C.Cl,0.0,0.0,,0.023,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 360; name=DECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=2.3 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL 4-NITROBENZYL DIMETHYL AMMONIUM CHLORIDE,CCCCCCCCCC[NH2+]C(C)(C)COC(=O)C1=CC=C(C=C1)N.[Cl-],0.0,0.0,,0.0036,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 361; name=DODECYL 4-NITROBENZYL DIMETHYL AMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=3.6 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
TETRADECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCN(CC)C1=CC=C(C=C1)C(=O)OC(C)CNC(CC(C)C)CC(C)C.Cl,0.0,0.0,,0.00051,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 362; name=TETRADECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=5.1 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
HEXADECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE,C1CCN(CC1)CCCCCCCCCCCCCCCCN2C(=O)C=CC2=O.Cl,0.0,0.0,,0.00013,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 363; name=HEXADECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=1.3 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
OCTADECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCCCCCCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,0.0,0.0,,2.9e-05,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 364; name=OCTADECYL 4-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=2.9 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL 2-CHLOROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCCCC[NH+](CCCl)CC1=CC=CC=C1.[Cl-],0.0,0.0,,0.00028,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 365; name=DODECYL 2-CHLOROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=2.8 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL 2-4-DICHLOROBENZYL DIMETHYLAMMONIUMCHLORIDE,CCCCCCCCCCCC[N+](C)(C)CC1=CC(=C(C=C1)Cl)Cl.[Cl-],0.0,0.0,,0.00037,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 366; name=DODECYL 2-4-DICHLOROBENZYL DIMETHYLAMMONIUMCHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=3.7 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL 4-CHLOROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCCCCCC[NH+](CCCl)CC1=CC=CC=C1.[Cl-],0.0,0.0,,0.00042,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 367; name=DODECYL 4-CHLOROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=4.2 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
DODECYL 2-HYDROXY-5-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE,CCCCCCCOC1=CC=CC=C1NC(=O)OC(C)C[NH+](CC)CC.[Cl-],0.0,0.0,,0.00069,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 368; name=DODECYL 2-HYDROXY-5-NITROBENZYL DIMETHYLAMMONIUM CHLORIDE; temperature=UNK; additives=nan; authors=ROSS KWAR; reference=53007; original CMC=6.9 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
